_id,Year,State/Country,Classification,Industry,Person ('000)
7403,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",30.2
7404,1993,PERAK,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",120.9
7405,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Total,70.7
7406,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.4
7407,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Construction,7.2
7408,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",20.6
7409,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",19.2
7410,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",0
7411,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",1.4
7412,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,10.1
7413,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",3.2
7414,1993,PERLIS,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",8.7
7415,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Total,1080.1
7416,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,8.7
7417,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Construction,93
7418,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",65.7
7419,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",228.8
7420,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",8.8
7421,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",75.5
7422,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,343.4
7423,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",66.4
7424,1993,SELANGOR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",189.9
7425,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Total,280.9
7426,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,4.5
7427,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Construction,30.4
7428,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",59.9
7429,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",55.4
7430,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",3.5
7431,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",5.4
7432,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,45.8
7433,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",14.6
7434,1993,TERENGGANU,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",61.5
7435,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Total,674
7436,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,3.6
7437,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Construction,27.5
7438,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",265.2
7439,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",154.2
7440,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",5.3
7441,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",18.5
7442,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,72.9
7443,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",28.9
7444,1993,SABAH,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",97.9
7445,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Total,753.8
7446,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,5.2
7447,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Construction,64.4
7448,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",299
7449,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",129.5
7450,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",4.1
7451,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",23
7452,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,93.1
7453,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",28.2
7454,1993,SARAWAK,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",107.4
7455,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Total,580.5
7456,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,3.6
7457,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Construction,50.2
7458,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",2.2
7459,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",153.6
7460,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.6
7461,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",86.8
7462,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,97.7
7463,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",38.3
7464,1993,W.P. KUALA LUMPUR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",145.4
7465,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Total,17.3
7466,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.6
7467,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,1.8
7468,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",1.4
7469,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",5.3
7470,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",0
7471,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",0.9
7472,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,3
7473,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",1.1
7474,1993,W.P. LABUAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",3.2
7475,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Total,7047.8
7476,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,36.3
7477,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Construction,506.7
7478,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",1535.8
7479,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",1403.1
7480,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",45.9
7481,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",299.8
7482,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,1639.6
7483,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",326.2
7484,1992,MALAYSIA,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",1254.5
7485,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Total,926
7486,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,3
7487,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Construction,80.2
7488,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",181
7489,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",143.9
7490,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",6.3
7491,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",27.8
7492,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,292.1
7493,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",40.5
7494,1992,JOHOR,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",151.1
7495,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Total,495
7496,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1
7497,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Construction,34.1
7498,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",143.2
7499,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",91.2
7500,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",3
7501,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",11.1
7502,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,113.6
7503,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",16.9
7504,1992,KEDAH,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",81.1
7505,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Total,382.5
7506,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.5
7507,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,23.6
7508,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",117.2
7509,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",80.7
7510,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",1.6
7511,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",6.2
7512,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,62.4
7513,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",12.8
7514,1992,KELANTAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",77.5
7515,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Total,207.4
7516,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.1
7517,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Construction,15.2
7518,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",34.3
7519,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",44.1
7520,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",0.5
7521,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",8.1
7522,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,60
7523,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",9.8
7524,1992,MELAKA,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",35.3
7525,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Total,251.4
7526,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,0.6
7527,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Construction,14.8
7528,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",65
7529,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",54.3
7530,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",2.3
7531,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",10
7532,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972",Manufacturing,54.2
7533,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Transport, storage and communications",11.6
7534,1992,NEGERI SEMBILAN,"Malaysia Industrial Classification, (Updated) 1972","Wholesale and retail trade, restaurants and hotels",38.7
7535,1992,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Total,417
7536,1992,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Mining and quarrying,1.8
7537,1992,PAHANG,"Malaysia Industrial Classification, (Updated) 1972",Construction,22.4
7538,1992,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Agriculture, forestry, livestock and fishing",156.7
7539,1992,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Community, social and personal services",81.3
7540,1992,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Electricity, gas and water",3.3
7541,1992,PAHANG,"Malaysia Industrial Classification, (Updated) 1972","Finance, insurance, real estate and business services",6.9
